# Population MPO	WM482,WM483,WM484,WM485,WM486,WM487,WM488,WM489,WM490,WM491,WM492,WM493,WM494,WM495,WM496,WM497,WM498,WM499,WM500,WM501,WM502,WM503,WM504,WM505
# Population PTP	WM721,WM722,WM723,WM724,WM725,WM726,WM727,WM728,WM729,WM730,WM731,WM732,WM733,WM734,WM735,WM736,WM737,WM738,WM739,WM740,WM741,WM742,WM743,WM744
# Batch ID 	Locus ID	Pop 1 ID	Pop 2 ID	Chr	BP	phi_st	Smoothed Phi_st	Smoothed Phi_st P-value	Fst'	Smoothed Fst'	Smoothed Fst' P-value	D_est	Smoothed D_est	Smoothed D_est P-value
22540000	176	MPO	PTP	un	15752	0.0214	0.0000	0.0000	0.0217	0.0000	0.0000	0.0217	0.0000	0.0000
22540000	425	MPO	PTP	un	38162	0.1333	0.0000	0.0000	0.0234	0.0000	0.0000	0.0234	0.0000	0.0000
22540000	715	MPO	PTP	un	64262	0.8659	0.0000	0.0000	0.8450	0.0000	0.0000	0.8450	0.0000	0.0000
22540000	731	MPO	PTP	un	65702	0.6275	0.0000	0.0000	0.5150	0.0000	0.0000	0.5149	0.0000	0.0000
22540000	767	MPO	PTP	un	68942	0.0035	0.0000	0.0000	0.0001	0.0000	0.0000	-0.0000	0.0000	0.0000
22540000	928	MPO	PTP	un	83432	0.2128	0.0000	0.0000	0.0595	0.0000	0.0000	0.0595	0.0000	0.0000
22540000	962	MPO	PTP	un	86492	0.0958	0.0000	0.0000	0.0119	0.0000	0.0000	0.0118	0.0000	0.0000
22540000	1243	MPO	PTP	un	111782	0.0465	0.0000	0.0000	0.0034	0.0000	0.0000	0.0034	0.0000	0.0000
22540000	1292	MPO	PTP	un	116192	0.2491	0.0000	0.0000	0.0796	0.0000	0.0000	0.0794	0.0000	0.0000
22540000	1350	MPO	PTP	un	121412	0.0262	0.0000	0.0000	0.0012	0.0000	0.0000	0.0011	0.0000	0.0000
22540000	1611	MPO	PTP	un	144902	0.7424	0.0000	0.0000	0.7060	0.0000	0.0000	0.7062	0.0000	0.0000
22540000	1662	MPO	PTP	un	149492	0.1791	0.0000	0.0000	0.0390	0.0000	0.0000	0.0386	0.0000	0.0000
22540000	1848	MPO	PTP	un	166232	0.3005	0.0000	0.0000	0.1303	0.0000	0.0000	0.1308	0.0000	0.0000
22540000	1852	MPO	PTP	un	166592	0.0618	0.0000	0.0000	0.0057	0.0000	0.0000	0.0058	0.0000	0.0000
22540000	2098	MPO	PTP	un	188732	0.9768	0.0000	0.0000	0.9787	0.0000	0.0000	0.9787	0.0000	0.0000
22540000	2389	MPO	PTP	un	214922	0.7925	0.0000	0.0000	0.7667	0.0000	0.0000	0.7668	0.0000	0.0000
22540000	2518	MPO	PTP	un	226532	1.0000	0.0000	0.0000	1.0000	0.0000	0.0000	1.0000	0.0000	0.0000
22540000	2568	MPO	PTP	un	231032	0.9347	0.0000	0.0000	0.9305	0.0000	0.0000	0.9304	0.0000	0.0000
22540000	2673	MPO	PTP	un	240482	0.0035	0.0000	0.0000	0.0001	0.0000	0.0000	-0.0000	0.0000	0.0000
22540000	2773	MPO	PTP	un	249482	0.2491	0.0000	0.0000	0.0796	0.0000	0.0000	0.0794	0.0000	0.0000
22540000	2852	MPO	PTP	un	256592	0.0758	0.0000	0.0000	0.0077	0.0000	0.0000	0.0076	0.0000	0.0000
22540000	2972	MPO	PTP	un	267392	0.2568	0.0000	0.0000	0.0946	0.0000	0.0000	0.0951	0.0000	0.0000
22540000	3020	MPO	PTP	un	271712	-0.0178	0.0000	0.0000	-0.0012	0.0000	0.0000	-0.0012	0.0000	0.0000
22540000	3164	MPO	PTP	un	284672	0.2252	0.0000	0.0000	0.0719	0.0000	0.0000	0.0724	0.0000	0.0000
22540000	3505	MPO	PTP	un	315362	0.0667	0.0000	0.0000	0.0063	0.0000	0.0000	0.0063	0.0000	0.0000
22540000	3522	MPO	PTP	un	316892	0.9319	0.0000	0.0000	0.9304	0.0000	0.0000	0.9304	0.0000	0.0000
22540000	4039	MPO	PTP	un	363422	0.2360	0.0000	0.0000	0.0717	0.0000	0.0000	0.0714	0.0000	0.0000
22540000	4246	MPO	PTP	un	382052	0.2044	0.0000	0.0000	0.0591	0.0000	0.0000	0.0595	0.0000	0.0000
22540000	4271	MPO	PTP	un	384302	0.1246	0.0000	0.0000	0.0212	0.0000	0.0000	0.0213	0.0000	0.0000
22540000	4283	MPO	PTP	un	385382	-0.0031	0.0000	0.0000	-0.0001	0.0000	0.0000	0.0000	0.0000	0.0000
22540000	4498	MPO	PTP	un	404732	0.2182	0.0000	0.0000	0.0584	0.0000	0.0000	0.0580	0.0000	0.0000
22540000	4657	MPO	PTP	un	419042	0.5234	0.0000	0.0000	0.3595	0.0000	0.0000	0.3591	0.0000	0.0000
22540000	4675	MPO	PTP	un	420662	0.3101	0.0000	0.0000	0.2933	0.0000	0.0000	0.2933	0.0000	0.0000
22540000	4788	MPO	PTP	un	430832	0.9333	0.0000	0.0000	0.9304	0.0000	0.0000	0.9304	0.0000	0.0000
22540000	4801	MPO	PTP	un	432002	0.8208	0.0000	0.0000	0.7856	0.0000	0.0000	0.7855	0.0000	0.0000
22540000	5068	MPO	PTP	un	456032	0.1163	0.0000	0.0000	0.0180	0.0000	0.0000	0.0180	0.0000	0.0000
22540000	5227	MPO	PTP	un	470342	0.1571	0.0000	0.0000	0.0962	0.0000	0.0000	0.0964	0.0000	0.0000
22540000	5675	MPO	PTP	un	510662	0.0009	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
22540000	5691	MPO	PTP	un	512102	-0.0000	0.0000	0.0000	-0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
22540000	5751	MPO	PTP	un	517502	0.7256	0.0000	0.0000	0.6579	0.0000	0.0000	0.6578	0.0000	0.0000
22540000	6193	MPO	PTP	un	557282	0.1277	0.0000	0.0000	0.0213	0.0000	0.0000	0.0213	0.0000	0.0000
22540000	6308	MPO	PTP	un	567632	0.9046	0.0000	0.0000	0.8956	0.0000	0.0000	0.8955	0.0000	0.0000
22540000	6388	MPO	PTP	un	574832	0.0698	0.0000	0.0000	0.0069	0.0000	0.0000	0.0069	0.0000	0.0000
22540000	6406	MPO	PTP	un	576452	0.2340	0.0000	0.0000	0.0724	0.0000	0.0000	0.0724	0.0000	0.0000
22540000	6460	MPO	PTP	un	581312	0.9555	0.0000	0.0000	0.9524	0.0000	0.0000	0.9524	0.0000	0.0000
22540000	6641	MPO	PTP	un	597602	0.0445	0.0000	0.0000	0.0033	0.0000	0.0000	0.0034	0.0000	0.0000
22540000	6686	MPO	PTP	un	601652	0.9089	0.0000	0.0000	0.9007	0.0000	0.0000	0.9007	0.0000	0.0000
22540000	6787	MPO	PTP	un	610742	0.0485	0.0000	0.0000	0.0035	0.0000	0.0000	0.0034	0.0000	0.0000
22540000	6840	MPO	PTP	un	615512	0.1092	0.0000	0.0000	0.0147	0.0000	0.0000	0.0144	0.0000	0.0000
22540000	6953	MPO	PTP	un	625682	0.3893	0.0000	0.0000	0.2146	0.0000	0.0000	0.2149	0.0000	0.0000
22540000	7193	MPO	PTP	un	647282	0.0559	0.0000	0.0000	0.0043	0.0000	0.0000	0.0041	0.0000	0.0000
22540000	7292	MPO	PTP	un	656192	0.0022	0.0000	0.0000	0.0001	0.0000	0.0000	-0.0000	0.0000	0.0000
22540000	7499	MPO	PTP	un	674822	0.2265	0.0000	0.0000	0.0903	0.0000	0.0000	0.0903	0.0000	0.0000
22540000	7563	MPO	PTP	un	680582	0.0213	0.0000	0.0000	0.0009	0.0000	0.0000	0.0009	0.0000	0.0000
22540000	7748	MPO	PTP	un	697232	0.0958	0.0000	0.0000	0.0119	0.0000	0.0000	0.0118	0.0000	0.0000
22540000	8008	MPO	PTP	un	720632	1.0000	0.0000	0.0000	1.0000	0.0000	0.0000	1.0000	0.0000	0.0000
22540000	8012	MPO	PTP	un	720992	0.0667	0.0000	0.0000	0.0063	0.0000	0.0000	0.0063	0.0000	0.0000
22540000	8195	MPO	PTP	un	737462	0.4000	0.0000	0.0000	0.2197	0.0000	0.0000	0.2197	0.0000	0.0000
22540000	8228	MPO	PTP	un	740432	0.2297	0.0000	0.0000	0.0722	0.0000	0.0000	0.0724	0.0000	0.0000
22540000	8399	MPO	PTP	un	755822	0.0851	0.0000	0.0000	0.0098	0.0000	0.0000	0.0098	0.0000	0.0000
22540000	8485	MPO	PTP	un	763562	-0.0009	0.0000	0.0000	-0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
22540000	8842	MPO	PTP	un	795692	0.6928	0.0000	0.0000	0.6301	0.0000	0.0000	0.6303	0.0000	0.0000
22540000	9026	MPO	PTP	un	812252	0.4548	0.0000	0.0000	0.2991	0.0000	0.0000	0.2996	0.0000	0.0000
22540000	9097	MPO	PTP	un	818642	1.0000	0.0000	0.0000	1.0000	0.0000	0.0000	1.0000	0.0000	0.0000
22540000	9294	MPO	PTP	un	836372	0.4838	0.0000	0.0000	0.3284	0.0000	0.0000	0.3286	0.0000	0.0000
22540000	9714	MPO	PTP	un	874172	0.3367	0.0000	0.0000	0.1790	0.0000	0.0000	0.1788	0.0000	0.0000
22540000	9991	MPO	PTP	un	899102	0.1163	0.0000	0.0000	0.0180	0.0000	0.0000	0.0180	0.0000	0.0000
22540000	10153	MPO	PTP	un	913682	0.0248	0.0000	0.0000	0.0012	0.0000	0.0000	0.0011	0.0000	0.0000
22540000	10308	MPO	PTP	un	927632	0.3404	0.0000	0.0000	0.1573	0.0000	0.0000	0.1573	0.0000	0.0000
22540000	10655	MPO	PTP	un	958862	0.2086	0.0000	0.0000	0.0593	0.0000	0.0000	0.0595	0.0000	0.0000
22540000	10662	MPO	PTP	un	959492	0.4490	0.0000	0.0000	0.2635	0.0000	0.0000	0.2629	0.0000	0.0000
22540000	10665	MPO	PTP	un	959762	0.0010	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
22540000	10927	MPO	PTP	un	983342	0.2527	0.0000	0.0000	0.1794	0.0000	0.0000	0.1792	0.0000	0.0000
22540000	10998	MPO	PTP	un	989732	0.0236	0.0000	0.0000	0.0010	0.0000	0.0000	0.0010	0.0000	0.0000
22540000	11033	MPO	PTP	un	992882	0.0644	0.0000	0.0000	0.0062	0.0000	0.0000	0.0063	0.0000	0.0000
22540000	11101	MPO	PTP	un	999002	0.6496	0.0000	0.0000	0.5473	0.0000	0.0000	0.5472	0.0000	0.0000
22540000	11208	MPO	PTP	un	1008632	0.8861	0.0000	0.0000	0.8733	0.0000	0.0000	0.8733	0.0000	0.0000
22540000	11233	MPO	PTP	un	1010882	0.4036	0.0000	0.0000	0.2049	0.0000	0.0000	0.2041	0.0000	0.0000
22540000	11371	MPO	PTP	un	1023302	0.4938	0.0000	0.0000	0.3279	0.0000	0.0000	0.3276	0.0000	0.0000
22540000	11493	MPO	PTP	un	1034282	0.9773	0.0000	0.0000	0.9767	0.0000	0.0000	0.9767	0.0000	0.0000
22540000	11624	MPO	PTP	un	1046072	0.0758	0.0000	0.0000	0.0077	0.0000	0.0000	0.0076	0.0000	0.0000
22540000	11662	MPO	PTP	un	1049492	-0.0000	0.0000	0.0000	-0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
22540000	11717	MPO	PTP	un	1054442	0.0172	0.0000	0.0000	0.0008	0.0000	0.0000	0.0009	0.0000	0.0000
22540000	12236	MPO	PTP	un	1101152	0.1431	0.0000	0.0000	0.0259	0.0000	0.0000	0.0257	0.0000	0.0000
22540000	12347	MPO	PTP	un	1111142	0.0851	0.0000	0.0000	0.0098	0.0000	0.0000	0.0098	0.0000	0.0000
22540000	12637	MPO	PTP	un	1137242	0.5640	0.0000	0.0000	0.4236	0.0000	0.0000	0.4234	0.0000	0.0000
22540000	12680	MPO	PTP	un	1141112	0.0020	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
22540000	12686	MPO	PTP	un	1141652	0.0012	0.0000	0.0000	0.0000	0.0000	0.0000	-0.0000	0.0000	0.0000
22540000	14506	MPO	PTP	un	1305452	0.2373	0.0000	0.0000	0.0722	0.0000	0.0000	0.0719	0.0000	0.0000
22540000	17050	MPO	PTP	un	1534412	-0.0000	0.0000	0.0000	-0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
22540000	21936	MPO	PTP	un	1974152	1.0000	0.0000	0.0000	1.0000	0.0000	0.0000	1.0000	0.0000	0.0000
22540000	24278	MPO	PTP	un	2184932	0.1118	0.0000	0.0000	0.0441	0.0000	0.0000	0.0441	0.0000	0.0000
22540000	24334	MPO	PTP	un	2189972	0.0851	0.0000	0.0000	0.0098	0.0000	0.0000	0.0098	0.0000	0.0000
22540000	25383	MPO	PTP	un	2284382	0.3058	0.0000	0.0000	0.1306	0.0000	0.0000	0.1308	0.0000	0.0000
22540000	25828	MPO	PTP	un	2324432	0.6694	0.0000	0.0000	0.5687	0.0000	0.0000	0.5684	0.0000	0.0000
22540000	25830	MPO	PTP	un	2324612	0.1707	0.0000	0.0000	0.0386	0.0000	0.0000	0.0386	0.0000	0.0000
22540000	27514	MPO	PTP	un	2476172	0.2718	0.0000	0.0000	0.1020	0.0000	0.0000	0.1022	0.0000	0.0000
22540000	27538	MPO	PTP	un	2478332	0.5234	0.0000	0.0000	0.3595	0.0000	0.0000	0.3591	0.0000	0.0000
22540000	28509	MPO	PTP	un	2565722	0.7281	0.0000	0.0000	0.6545	0.0000	0.0000	0.6543	0.0000	0.0000
