# Population TGCP	WM1,WM10,WM11,WM12,WM13,WM14,WM15,WM16,WM17,WM18,WM19,WM2,WM20,WM21,WM22,WM23,WM24,WM3,WM4,WM5,WM6,WM7,WM8,WM9
# Population STT	WM183,WM184,WM185,WM186,WM187,WM188,WM189,WM190,WM191,WM192,WM193,WM194,WM195,WM196,WM197,WM198,WM199,WM200,WM201,WM202,WM203,WM204,WM205,WM206
# Batch ID 	Locus ID	Pop 1 ID	Pop 2 ID	Chr	BP	phi_st	Smoothed Phi_st	Smoothed Phi_st P-value	Fst'	Smoothed Fst'	Smoothed Fst' P-value	D_est	Smoothed D_est	Smoothed D_est P-value
22540000	176	TGCP	STT	un	15752	0.3564	0.0000	0.0000	0.1781	0.0000	0.0000	0.1783	0.0000	0.0000
22540000	337	TGCP	STT	un	30242	0.1288	0.0000	0.0000	0.0202	0.0000	0.0000	0.0199	0.0000	0.0000
22540000	387	TGCP	STT	un	34742	-0.0009	0.0000	0.0000	-0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
22540000	425	TGCP	STT	un	38162	0.1064	0.0000	0.0000	0.0150	0.0000	0.0000	0.0150	0.0000	0.0000
22540000	466	TGCP	STT	un	41852	0.0638	0.0000	0.0000	0.0058	0.0000	0.0000	0.0058	0.0000	0.0000
22540000	715	TGCP	STT	un	64262	0.8000	0.0000	0.0000	0.7668	0.0000	0.0000	0.7668	0.0000	0.0000
22540000	731	TGCP	STT	un	65702	0.4993	0.0000	0.0000	0.3565	0.0000	0.0000	0.3569	0.0000	0.0000
22540000	745	TGCP	STT	un	66962	0.3874	0.0000	0.0000	0.2233	0.0000	0.0000	0.2241	0.0000	0.0000
22540000	1140	TGCP	STT	un	102512	0.2670	0.0000	0.0000	0.1018	0.0000	0.0000	0.1022	0.0000	0.0000
22540000	1292	TGCP	STT	un	116192	-0.0234	0.0000	0.0000	-0.0128	0.0000	0.0000	-0.0128	0.0000	0.0000
22540000	1350	TGCP	STT	un	121412	0.1156	0.0000	0.0000	0.0150	0.0000	0.0000	0.0144	0.0000	0.0000
22540000	1537	TGCP	STT	un	138242	0.2618	0.0000	0.0000	0.0948	0.0000	0.0000	0.0951	0.0000	0.0000
22540000	1611	TGCP	STT	un	144902	0.9778	0.0000	0.0000	0.9787	0.0000	0.0000	0.9787	0.0000	0.0000
22540000	1791	TGCP	STT	un	161102	0.1090	0.0000	0.0000	0.1095	0.0000	0.0000	0.1095	0.0000	0.0000
22540000	1848	TGCP	STT	un	166232	0.1816	0.0000	0.0000	0.0416	0.0000	0.0000	0.0415	0.0000	0.0000
22540000	1852	TGCP	STT	un	166592	0.1639	0.0000	0.0000	0.0954	0.0000	0.0000	0.0956	0.0000	0.0000
