# Population MPO	WM482,WM483,WM484,WM485,WM486,WM487,WM488,WM489,WM490,WM491,WM492,WM493,WM494,WM495,WM496,WM497,WM498,WM499,WM500,WM501,WM502,WM503,WM504,WM505
# Population PTP	WM721,WM722,WM723,WM724,WM725,WM726,WM727,WM728,WM729,WM730,WM731,WM732,WM733,WM734,WM735,WM736,WM737,WM738,WM739,WM740,WM741,WM742,WM743,WM744
# Batch ID 	Locus ID	Pop 1 ID	Pop 2 ID	Chr	BP	phi_st	Smoothed Phi_st	Smoothed Phi_st P-value	Fst'	Smoothed Fst'	Smoothed Fst' P-value	D_est	Smoothed D_est	Smoothed D_est P-value
22540000	176	MPO	PTP	un	15752	0.0214	0.0000	0.0000	0.0217	0.0000	0.0000	0.0217	0.0000	0.0000
22540000	179	MPO	PTP	un	16022	0.2222	0.0000	0.0000	0.0653	0.0000	0.0000	0.0653	0.0000	0.0000
22540000	387	MPO	PTP	un	34742	0.5787	0.0000	0.0000	0.5835	0.0000	0.0000	0.5835	0.0000	0.0000
22540000	425	MPO	PTP	un	38162	0.1333	0.0000	0.0000	0.0234	0.0000	0.0000	0.0234	0.0000	0.0000
22540000	715	MPO	PTP	un	64262	0.8659	0.0000	0.0000	0.8450	0.0000	0.0000	0.8450	0.0000	0.0000
22540000	731	MPO	PTP	un	65702	0.6275	0.0000	0.0000	0.5150	0.0000	0.0000	0.5149	0.0000	0.0000
22540000	767	MPO	PTP	un	68942	0.4036	0.0000	0.0000	0.2049	0.0000	0.0000	0.2041	0.0000	0.0000
22540000	800	MPO	PTP	un	71912	0.2738	0.0000	0.0000	0.1045	0.0000	0.0000	0.1048	0.0000	0.0000
22540000	928	MPO	PTP	un	83432	0.2128	0.0000	0.0000	0.0595	0.0000	0.0000	0.0595	0.0000	0.0000
22540000	950	MPO	PTP	un	85412	0.3839	0.0000	0.0000	0.2094	0.0000	0.0000	0.2097	0.0000	0.0000
22540000	962	MPO	PTP	un	86492	0.0958	0.0000	0.0000	0.0119	0.0000	0.0000	0.0118	0.0000	0.0000
22540000	1027	MPO	PTP	un	92342	0.2277	0.0000	0.0000	0.0717	0.0000	0.0000	0.0719	0.0000	0.0000
22540000	1133	MPO	PTP	un	101882	0.0227	0.0000	0.0000	0.0012	0.0000	0.0000	0.0012	0.0000	0.0000
22540000	1168	MPO	PTP	un	105032	0.0644	0.0000	0.0000	0.0062	0.0000	0.0000	0.0063	0.0000	0.0000
22540000	1243	MPO	PTP	un	111782	0.0465	0.0000	0.0000	0.0034	0.0000	0.0000	0.0034	0.0000	0.0000
22540000	1292	MPO	PTP	un	116192	0.2491	0.0000	0.0000	0.0796	0.0000	0.0000	0.0794	0.0000	0.0000
22540000	1350	MPO	PTP	un	121412	0.0262	0.0000	0.0000	0.0012	0.0000	0.0000	0.0011	0.0000	0.0000
22540000	1611	MPO	PTP	un	144902	0.7424	0.0000	0.0000	0.7060	0.0000	0.0000	0.7062	0.0000	0.0000
22540000	1619	MPO	PTP	un	145622	0.1020	0.0000	0.0000	0.0160	0.0000	0.0000	0.0164	0.0000	0.0000
22540000	1662	MPO	PTP	un	149492	0.1791	0.0000	0.0000	0.0390	0.0000	0.0000	0.0386	0.0000	0.0000
22540000	1848	MPO	PTP	un	166232	0.3005	0.0000	0.0000	0.1303	0.0000	0.0000	0.1308	0.0000	0.0000
22540000	1852	MPO	PTP	un	166592	0.0618	0.0000	0.0000	0.0057	0.0000	0.0000	0.0058	0.0000	0.0000
22540000	1950	MPO	PTP	un	175412	0.0648	0.0000	0.0000	0.0067	0.0000	0.0000	0.0069	0.0000	0.0000
22540000	2098	MPO	PTP	un	188732	0.9768	0.0000	0.0000	0.9787	0.0000	0.0000	0.9787	0.0000	0.0000
22540000	2378	MPO	PTP	un	213932	1.0000	0.0000	0.0000	1.0000	0.0000	0.0000	1.0000	0.0000	0.0000
22540000	2389	MPO	PTP	un	214922	0.7925	0.0000	0.0000	0.7667	0.0000	0.0000	0.7668	0.0000	0.0000
22540000	2518	MPO	PTP	un	226532	1.0000	0.0000	0.0000	1.0000	0.0000	0.0000	1.0000	0.0000	0.0000
22540000	2541	MPO	PTP	un	228602	0.3078	0.0000	0.0000	0.1900	0.0000	0.0000	0.1900	0.0000	0.0000
22540000	2568	MPO	PTP	un	231032	0.9347	0.0000	0.0000	0.9305	0.0000	0.0000	0.9304	0.0000	0.0000
22540000	2570	MPO	PTP	un	231212	0.5385	0.0000	0.0000	0.3969	0.0000	0.0000	0.3969	0.0000	0.0000
22540000	2673	MPO	PTP	un	240482	0.0035	0.0000	0.0000	0.0001	0.0000	0.0000	-0.0000	0.0000	0.0000
22540000	2773	MPO	PTP	un	249482	0.2491	0.0000	0.0000	0.0796	0.0000	0.0000	0.0794	0.0000	0.0000
22540000	2852	MPO	PTP	un	256592	0.0758	0.0000	0.0000	0.0077	0.0000	0.0000	0.0076	0.0000	0.0000
22540000	2972	MPO	PTP	un	267392	0.2568	0.0000	0.0000	0.0946	0.0000	0.0000	0.0951	0.0000	0.0000
22540000	3020	MPO	PTP	un	271712	-0.0178	0.0000	0.0000	-0.0012	0.0000	0.0000	-0.0012	0.0000	0.0000
22540000	3164	MPO	PTP	un	284672	0.2252	0.0000	0.0000	0.0719	0.0000	0.0000	0.0724	0.0000	0.0000
22540000	3232	MPO	PTP	un	290792	0.3415	0.0000	0.0000	0.1595	0.0000	0.0000	0.1595	0.0000	0.0000
22540000	3407	MPO	PTP	un	306542	-0.0232	0.0000	0.0000	-0.0236	0.0000	0.0000	-0.0236	0.0000	0.0000
22540000	3505	MPO	PTP	un	315362	0.0667	0.0000	0.0000	0.0063	0.0000	0.0000	0.0063	0.0000	0.0000
22540000	3522	MPO	PTP	un	316892	0.9319	0.0000	0.0000	0.9304	0.0000	0.0000	0.9304	0.0000	0.0000
22540000	3881	MPO	PTP	un	349202	-0.0010	0.0000	0.0000	-0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
22540000	3925	MPO	PTP	un	353162	0.1059	0.0000	0.0000	0.0146	0.0000	0.0000	0.0144	0.0000	0.0000
22540000	3945	MPO	PTP	un	354962	0.7561	0.0000	0.0000	0.7076	0.0000	0.0000	0.7076	0.0000	0.0000
22540000	4039	MPO	PTP	un	363422	0.2360	0.0000	0.0000	0.0717	0.0000	0.0000	0.0714	0.0000	0.0000
22540000	4114	MPO	PTP	un	370172	0.0024	0.0000	0.0000	0.0001	0.0000	0.0000	-0.0000	0.0000	0.0000
22540000	4129	MPO	PTP	un	371522	0.5003	0.0000	0.0000	0.3284	0.0000	0.0000	0.3279	0.0000	0.0000
22540000	4152	MPO	PTP	un	373592	0.5118	0.0000	0.0000	0.5001	0.0000	0.0000	0.5001	0.0000	0.0000
22540000	4164	MPO	PTP	un	374672	0.0582	0.0000	0.0000	0.0044	0.0000	0.0000	0.0041	0.0000	0.0000
22540000	4246	MPO	PTP	un	382052	0.2044	0.0000	0.0000	0.0591	0.0000	0.0000	0.0595	0.0000	0.0000
22540000	4271	MPO	PTP	un	384302	0.1246	0.0000	0.0000	0.0212	0.0000	0.0000	0.0213	0.0000	0.0000
22540000	4283	MPO	PTP	un	385382	-0.0031	0.0000	0.0000	-0.0001	0.0000	0.0000	0.0000	0.0000	0.0000
22540000	4296	MPO	PTP	un	386552	0.0648	0.0000	0.0000	0.0067	0.0000	0.0000	0.0069	0.0000	0.0000
22540000	4297	MPO	PTP	un	386642	1.0000	0.0000	0.0000	1.0000	0.0000	0.0000	1.0000	0.0000	0.0000
22540000	4435	MPO	PTP	un	399062	0.3037	0.0000	0.0000	0.1165	0.0000	0.0000	0.1160	0.0000	0.0000
22540000	4498	MPO	PTP	un	404732	0.1422	0.0000	0.0000	0.0286	0.0000	0.0000	0.0289	0.0000	0.0000
22540000	4657	MPO	PTP	un	419042	0.5234	0.0000	0.0000	0.3595	0.0000	0.0000	0.3591	0.0000	0.0000
22540000	4675	MPO	PTP	un	420662	0.3101	0.0000	0.0000	0.2933	0.0000	0.0000	0.2933	0.0000	0.0000
22540000	4788	MPO	PTP	un	430832	0.9333	0.0000	0.0000	0.9304	0.0000	0.0000	0.9304	0.0000	0.0000
22540000	4801	MPO	PTP	un	432002	0.8208	0.0000	0.0000	0.7856	0.0000	0.0000	0.7855	0.0000	0.0000
22540000	4811	MPO	PTP	un	432902	-0.0022	0.0000	0.0000	-0.0001	0.0000	0.0000	0.0000	0.0000	0.0000
22540000	5068	MPO	PTP	un	456032	0.1163	0.0000	0.0000	0.0180	0.0000	0.0000	0.0180	0.0000	0.0000
22540000	5131	MPO	PTP	un	461702	0.5275	0.0000	0.0000	0.3881	0.0000	0.0000	0.3883	0.0000	0.0000
22540000	5227	MPO	PTP	un	470342	0.2491	0.0000	0.0000	0.0796	0.0000	0.0000	0.0794	0.0000	0.0000
22540000	5347	MPO	PTP	un	481142	0.0217	0.0000	0.0000	0.0011	0.0000	0.0000	0.0011	0.0000	0.0000
22540000	5620	MPO	PTP	un	505712	0.0465	0.0000	0.0000	0.0034	0.0000	0.0000	0.0034	0.0000	0.0000
22540000	5675	MPO	PTP	un	510662	0.0009	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
22540000	5691	MPO	PTP	un	512102	-0.0000	0.0000	0.0000	-0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
22540000	5693	MPO	PTP	un	512282	0.3456	0.0000	0.0000	0.1528	0.0000	0.0000	0.1522	0.0000	0.0000
22540000	5751	MPO	PTP	un	517502	0.7256	0.0000	0.0000	0.6579	0.0000	0.0000	0.6578	0.0000	0.0000
22540000	6193	MPO	PTP	un	557282	0.1277	0.0000	0.0000	0.0213	0.0000	0.0000	0.0213	0.0000	0.0000
22540000	6218	MPO	PTP	un	559532	0.7281	0.0000	0.0000	0.7328	0.0000	0.0000	0.7328	0.0000	0.0000
22540000	6308	MPO	PTP	un	567632	0.9046	0.0000	0.0000	0.8956	0.0000	0.0000	0.8955	0.0000	0.0000
22540000	6388	MPO	PTP	un	574832	0.0698	0.0000	0.0000	0.0069	0.0000	0.0000	0.0069	0.0000	0.0000
22540000	6406	MPO	PTP	un	576452	0.2340	0.0000	0.0000	0.0724	0.0000	0.0000	0.0724	0.0000	0.0000
22540000	6460	MPO	PTP	un	581312	0.9555	0.0000	0.0000	0.9524	0.0000	0.0000	0.9524	0.0000	0.0000
22540000	6641	MPO	PTP	un	597602	0.0445	0.0000	0.0000	0.0033	0.0000	0.0000	0.0034	0.0000	0.0000
22540000	6686	MPO	PTP	un	601652	0.9089	0.0000	0.0000	0.9007	0.0000	0.0000	0.9007	0.0000	0.0000
22540000	6758	MPO	PTP	un	608132	0.0488	0.0000	0.0000	0.0037	0.0000	0.0000	0.0037	0.0000	0.0000
22540000	6787	MPO	PTP	un	610742	0.0485	0.0000	0.0000	0.0035	0.0000	0.0000	0.0034	0.0000	0.0000
22540000	6840	MPO	PTP	un	615512	0.1092	0.0000	0.0000	0.0147	0.0000	0.0000	0.0144	0.0000	0.0000
22540000	6953	MPO	PTP	un	625682	0.3893	0.0000	0.0000	0.2146	0.0000	0.0000	0.2149	0.0000	0.0000
22540000	6983	MPO	PTP	un	628382	0.3778	0.0000	0.0000	0.1954	0.0000	0.0000	0.1954	0.0000	0.0000
22540000	7026	MPO	PTP	un	632252	0.7405	0.0000	0.0000	0.6907	0.0000	0.0000	0.6908	0.0000	0.0000
22540000	7157	MPO	PTP	un	644042	1.0000	0.0000	0.0000	1.0000	0.0000	0.0000	1.0000	0.0000	0.0000
22540000	7193	MPO	PTP	un	647282	0.0559	0.0000	0.0000	0.0043	0.0000	0.0000	0.0041	0.0000	0.0000
22540000	7286	MPO	PTP	un	655652	0.0673	0.0000	0.0000	0.0068	0.0000	0.0000	0.0069	0.0000	0.0000
22540000	7292	MPO	PTP	un	656192	0.0022	0.0000	0.0000	0.0001	0.0000	0.0000	-0.0000	0.0000	0.0000
22540000	7310	MPO	PTP	un	657812	-0.0020	0.0000	0.0000	-0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
22540000	7358	MPO	PTP	un	662132	0.4412	0.0000	0.0000	0.2741	0.0000	0.0000	0.2743	0.0000	0.0000
22540000	7410	MPO	PTP	un	666812	0.3719	0.0000	0.0000	0.1841	0.0000	0.0000	0.1838	0.0000	0.0000
22540000	7456	MPO	PTP	un	670952	-0.0068	0.0000	0.0000	-0.0068	0.0000	0.0000	-0.0068	0.0000	0.0000
22540000	7499	MPO	PTP	un	674822	0.2265	0.0000	0.0000	0.0903	0.0000	0.0000	0.0903	0.0000	0.0000
22540000	7563	MPO	PTP	un	680582	0.1489	0.0000	0.0000	0.0289	0.0000	0.0000	0.0289	0.0000	0.0000
22540000	7748	MPO	PTP	un	697232	0.0958	0.0000	0.0000	0.0119	0.0000	0.0000	0.0118	0.0000	0.0000
22540000	7769	MPO	PTP	un	699122	0.1622	0.0000	0.0000	0.0320	0.0000	0.0000	0.0316	0.0000	0.0000
